Sentence	Tag	TaggedSentence
"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect Cat Financial's and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of Cat Financials customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or Cat Financial's compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."	NJOB	"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect <ORG>'s and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of <ORG>s customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or <ORG>'s compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."
The company principally operates through its three product segments - Resource Industries, Construction Industries and Power Systems - and also provides financing and related services through its Financial Products segment.	NVNSP	The company principally operates through its three product segments - <ORG>, <ORG> - and also provides financing and related services through its Financial Products segment.
"Some of the factors that may affect outcomes and results include, but are not limited to: (i) national, international, regional and local economic climates, (ii) changes in financial markets, interest rates and foreign currency exchange rates, (iii) increased or unanticipated competition for our properties, (iv) risks associated with acquisitions, dispositions and development of properties, (v) maintenance of real estate investment trust (""REIT"") status and tax structuring, (vi) availability of financing and capital, the levels of debt that we maintain and our credit ratings, (vii) risks related to our investments in our co-investment ventures and funds, including our ability to establish new co-investment ventures and funds, (viii) risks of doing business internationally, including currency risks, (ix) environmental uncertainties, including risks of natural disasters, and (x) those additional factors discussed in reports filed with the Securities and Exchange Commission by Prologis under the heading ""Risk Factors."""	NACQ	"Some of the factors that may affect outcomes and results include, but are not limited to: (i) national, international, regional and local economic climates, (ii) changes in financial markets, interest rates and foreign currency exchange rates, (iii) increased or unanticipated competition for our properties, (iv) risks associated with acquisitions, dispositions and development of properties, (v) maintenance of real estate investment trust (""REIT"") status and tax structuring, (vi) availability of financing and capital, the levels of debt that we maintain and our credit ratings, (vii) risks related to our investments in our co-investment ventures and funds, including our ability to establish new co-investment ventures and funds, (viii) risks of doing business internationally, including currency risks, (ix) environmental uncertainties, including risks of natural disasters, and (x) those additional factors discussed in reports filed with the <ORG> by Prologis under the heading ""Risk Factors."""
Prologis Preleases 211,000 Square Feet in Japan Development to Repeat Customer	VNSP	Prologis Preleases 211,000 Square Feet in <LOC> <ORG>evelopment to Repeat Customer
SAN FRANCISCO, April 10, 2014 /PRNewswire/ -- Prologis, Inc. (NYSE: PLD), the leading global owner, operator and developer of industrial real estate, today announced a new lease agreement signed in the first quarter for 211,000 square feet (19,600 square meters) at a development in Osaka, Japan.	VNSP	SAN FRANCI<ORG>O, April 10, 2014 /PRNewswire/ -- <ORG> (<ORG>: PL<ORG>), the leading global owner, operator and developer of industrial real estate, today announced a new lease agreement signed in the first quarter for 211,000 square feet (19,600 square meters) at a development in <LOC>, <LOC>.
Palo Alto NetworksÂ® Completes Acquisition of Cyvera	ACQ	<LOC>Â® Completes Acquisition of <LOC>
SANTA CLARA, Calif., April 10, 2014 /PRNewswire/ -- Palo Alto NetworksÂ® (NYSE: PANW), today announced it has completed its acquisition of Cyvera Ltd., a privately held cybersecurity company located in Tel-Aviv, Israel.	ACQ	SANTA CLARA, <LOC>, April 10, 2014 /PRNewswire/ -- <LOC>Â® (<ORG>: PANW), today announced it has completed its acquisition of <ORG>, a privately held cybersecurity company located in <LOC>, <LOC>.
MediSwipe, Inc. (OTCQB: MWIP) a leader in Compassionate Care Technology and indoor/outdoor agricultural solutions for the medicinal marijuana industry, today announced that the Company has entered into an agreement to purchase an additional eighty acres through its wholly owned subsidiary Agritech Venture Holdings, Inc. for a second managed cultivation facility in Colorado.	VNSP	<ORG>, Inc. (OTCQB: MWIP) a leader in Compassionate Care <ORG>nology and indoor/outdoor agricultural solutions for the medicinal marijuana industry, today announced that the Company has entered into an agreement to purchase an additional eighty acres through its wholly owned subsidiary <ORG> for a second managed cultivation facility in <LOC>.
Marijuana Sector Turns Green with High Volume Activity - Company Strengthens Security Platform With Highly Experienced CTO In Cyber Security Industry	JOB	Marijuana Sector Turns Green with High Volume Activity - Company Strengthens Security Platform With Highly Experienced <ORG> In Cyber Security Industry
CORAL SPRINGS, Florida, April 10, 2014 /PRNewswire/ -- Marijuana sector trended up on Wednesday as companies aim to strengthen their position in evolving industry:  The CannaBusiness Group, Inc. (OTC: CBGI), Hemp, Inc. (OTC: HEMP), MediSwipe, Inc. (OTC: MWIP), GW Pharmaceuticals plc...	NJOB	CORAL SPRINGS, <LOC>, April 10, 2014 /PRNewswire/ -- Marijuana sector trended up on Wednesday as companies aim to strengthen their position in evolving industry:  The <ORG> (OTC: C<ORG>I), Hemp, Inc. (OTC: HEMP), <ORG>, Inc. (OTC: MWIP), <ORG>..
Marijuana sector trended up on Wednesday as companies aim to strengthen their position in evolving industry:  The CannaBusiness Group, Inc. (OTC: CBGI), Hemp, Inc. (OTC: HEMP), MediSwipe, Inc. (OTC: MWIP), GW Pharmaceuticals plc (NASDAQ: GWPH) and Medical Cannabis Payment Solutions (OTC: REFG)	NJOB	Marijuana sector trended up on Wednesday as companies aim to strengthen their position in evolving industry:  The <ORG> (OTC: C<ORG>I), Hemp, Inc. (OTC: HEMP), <ORG>, Inc. (OTC: MWIP), GW Pharmaceuticals plc (NAS<ORG>AQ: GWPH) and <ORG> (OTC: REFG)
The CannaBusiness Group, Inc (OTC Pink: CBGI) announced today that its subsidiary National Security Solutions, Inc. hired Stuart Volkow has the Chief Technology Officer to oversee and operate the Cyber-Security Division.	JOB	The CannaBusiness Group, Inc (OTC Pink: C<ORG>I) announced today that its subsidiary <ORG> hired <PER> has the Chief <ORG>nology <ORG>r to oversee and operate the Cyber-Security <ORG>ivision.
First Fidelity Brokerage, Inc. (FFB) Awarded Insurance Contract For Weill Cornell Medical College	VNSP	<ORG>t <ORG> Brokerage, Inc. (FFB) Awarded Insurance Contract For <ORG>
NEW YORK, April 10, 2014 /PRNewswire/ -- First Fidelity Brokerage, Inc. a leading independent insurance broker, has been awarded a contract to insure the prestigious Weill Cornell Medical College in Manhattan.	VNSP	NEW YORK, April 10, 2014 /PRNewswire/ -- <ORG>t <ORG> Brokerage, Inc. a leading independent insurance broker, has been awarded a contract to insure the prestigious <ORG> in <LOC>.
SRA Secures $148M Contract from GAO Information Systems and Technology Services for IT Infrastructure and Operational Support	VNSP	SRA Secures $148M Contract from <ORG> <LOC>tion Systems and <ORG>nology Services for IT Infrastructure and Operational Support
FAIRFAX, Va., April 10, 2014 /PRNewswire/ -- SRA International, Inc., a leading provider of IT solutions and professional services to government organizations, today announced that the company has successfully secured a contract to provide IT infrastructure and operational support to the U.S. Government Accountability Office (GAO) Information Systems and Technology Services (ISTS) office.	VNSP	FAIRFAX, <LOC>, April 10, 2014 /PRNewswire/ -- <ORG>, a leading provider of IT solutions and professional services to government organizations, today announced that the company has successfully secured a contract to provide IT infrastructure and operational support to the <LOC> Government Accountability <ORG> (<ORG>) <LOC>tion Systems and <ORG>nology Services (ISTS) office.
In a federal environment characterized by reduced budgets and increased demand, SRA will provide ISTS and GAO at-large with innovative, efficient, and cost-effective IT infrastructure support and operational services to further the agency's evolving information framework.	VNSP	In a federal environment characterized by reduced budgets and increased demand, SRA will provide ISTS and <ORG> at-large with innovative, efficient, and cost-effective IT infrastructure support and operational services to further the agency's evolving information framework.
Versar, Inc. Awarded $2.39 Million Design/Build Contract For Replacement Gas Line At Hanscom Air Force Base	VNSP	<ORG> Awarded $2.39 Million <ORG>esign/Build Contract For Replacement Gas Line At <ORG>
SPRINGFIELD, Va., April 10, 2014 /PRNewswire/ -- Versar, Inc. (NYSE MKT: VSR) announced today that it was awarded a $2.39 million firm fixed price contract for a Design/Build Energy Conservation Investment Program (ECIP) Project to replace a gas line for Hanscom Air Force Base in Bedford, MA.	VNSP	SPRINGFIEL<ORG>, <LOC>, April 10, 2014 /PRNewswire/ -- <ORG> (<ORG> MKT: VSR) announced today that it was awarded a $2.39 million firm fixed price contract for a <ORG>esign/Build Energy Conservation Investment Program (<ORG>IP) Project to replace a gas line for <ORG> in <LOC>, MA.
This contract was awarded under Versar's Single Award Task Order Contract (SATOC) IDIQ with the Air Force Civil Engineer Center (AFCEC), held with our joint venture partner, Johnson Controls Federal Systems.	VNSP	This contract was awarded under Versar's Single Award Task Order Contract (SATOC) I<ORG>IQ with the Air Force Civil Engineer Center (A<ORG><ORG>), held with our joint venture partner, Johnson Controls <ORG>eral Systems.
Virtela Announces Four-Year Contract To Provide Global Managed Network Services To TBC Corporation	VNSP	<LOC> Announces Four-Year Contract To Provide Global Managed Network Services To <ORG>
DENVER, April 10, 2014 /PRNewswire/ -- Virtela, an NTT Communications company, today announced a four-year extension of its managed network services contract with TBC Corporation (TBC), one of North America's largest marketers of automotive replacement tires.	VNSP	<ORG>ENVER, April 10, 2014 /PRNewswire/ -- <LOC>, an <ORG> company, today announced a four-year extension of its managed network services contract with <ORG> (TBC), one of <LOC>'s largest marketers of automotive replacement tires.
Pacific Rubiales has also acquired 100% of Petrominerales Ltd, which owns light and heavy oil assets in Colombia and oil and gas assets in Peru, 100% of PetroMagdalena Energy Corp., which owns light oil assets in Colombia, and 100% of C&C Energia Ltd., which owns light oil assets in the Llanos Basin.	ACQ	<LOC> Rubiales has also acquired 100% of Petrominerales Ltd, which owns light and heavy oil assets in <LOC> and oil and gas assets in <LOC>, 100% of <ORG>, which owns light oil assets in <LOC>, and 100% of <ORG>, which owns light oil assets in the <LOC>.
Piramal Enterprises shares rose 3.73 per cent to Rs 556.15 at the close on the BSE, the highest level since January 22.	ACQ	<ORG> shares rose 3.73 per cent to Rs 556.15 at the close on the BSE, the highest level since January 22.
"""The equity purchase in Vodafone was consistent with our objective of making investments that offer opportunity to generate attractive long-term return on equity,"" Piramal Group Chairman Ajay Piramal said."	ACQ	"""The equity purchase in <ORG> was consistent with our objective of making investments that offer opportunity to generate attractive long-term return on equity,"" <ORG> Chairman Ajay <ORG> said."
The British group, which entered India in 2007 by buying Hutchison Whampoa's local unit in a USD 11 billion deal, had previously purchased a 4.5 per cent stake held by Vodafone India non-executive chairman Analjit Singh.	ACQ	The British group, which entered <LOC> in 2007 by buying <PER>'s local unit in a <LOC><ORG> 11 billion deal, had previously purchased a 4.5 per cent stake held by <ORG> <LOC> non-executive chairman Analjit <PER>.
He was forced to flee the country, saying he feared for his security during a 2008 dispute between BP and a group of Russian oligarchs over corporate governance at TNK-BP, where he was then	NACQ	He was forced to flee the country, saying he feared for his security during a 2008 dispute between <ORG> and a group of <LOC>n oligarchs over corporate governance at <ORG>, where he was then
TNK-BP was ultimately sold to Rosneft for $55 billion last year, giving BP a stake in Rosneft.	ACQ	<ORG> was ultimately sold to <ORG> for $55 billion last year, giving <ORG> a stake in <ORG>.
UPDATE 2-TPG/Abraaj in exclusive talks for Saudi fast-food chain - sources	ACQ	UP<ORG>ATE 2-TPG/<PER> in exclusive talks for Saudi fast-food chain - sources
DUBAI, April 10 (Reuters) - A joint bid by TPG Capital and Abraaj Group has emerged as the favourite to acquire a majority stake in Saudi fast-food chain Kudu after the selling shareholders entered exclusive talks with the pair, three sources aware of the matter said on Thursday.	ACQ	<ORG><ORG>AI, April 10 (<ORG>) - A joint bid by <ORG> and <ORG> has emerged as the favourite to acquire a majority stake in Saudi fast-food chain Kudu after the selling shareholders entered exclusive talks with the pair, three sources aware of the matter said on Thursday.
Coca-Cola Co paid $980 million in December 2011 for a 50 percent stake in Aujan Industries, one of the largest beverage companies in the Middle East, while in the same year Carlyle bought a 42 percent stake in a Saudi-based food franchise operator that runs Domino's Pizza and Wendy's restaurants in the Middle East and North Africa.	ACQ	<ORG> paid $980 million in <ORG>ecember 2011 for a 50 percent stake in <ORG>, one of the largest beverage companies in the <LOC>, while in the same year <PER> bought a 42 percent stake in a Saudi-based food franchise operator that runs <ORG>omino's Pizza and <PER>'s restaurants in the <LOC> and <LOC> <LOC>.
Citigroup Inc's venture capital arm and Dubai-based Levant Capital bought a $100 million controlling stake in Saudi Arabian supermarket chain Al-Raya For Foodstuff Co last year.	ACQ	<ORG> Inc's venture capital arm and <ORG>ubai-based <ORG> bought a $100 million controlling stake in <LOC> supermarket chain <ORG> last year.
TPG/Abraaj in exclusive talks for Saudi fast-food chain - sources	ACQ	TPG/<PER> in exclusive talks for Saudi fast-food chain - sources
DUBAI, April 10 (Reuters) - A joint bid by TPG Capital and Abraaj Group has emerged as the favourite to acquire a majority stake in Saudi fast-food chain Kudu after the selling shareholders entered exclusive talks with the pair, three sources aware of the matter said on Thursday.	ACQ	<ORG><ORG>AI, April 10 (<ORG>) - A joint bid by <ORG> and <ORG> has emerged as the favourite to acquire a majority stake in Saudi fast-food chain Kudu after the selling shareholders entered exclusive talks with the pair, three sources aware of the matter said on Thursday.
Koch, Goldman agree to buy ink maker Flint from CVC	ACQ	<PER>, <PER> agree to buy ink maker Flint from <ORG>
FRANKFURT, April 10 (Reuters) - Koch Industries and Goldman Sachs's private equity arm are acquiring European printing-ink maker Flint from buyout group CVC , the companies said in a joint statement...	ACQ	<LOC>, April 10 (<ORG>) - <ORG> and <ORG>'s private equity arm are acquiring <LOC>an printing-ink maker Flint from buyout group <ORG> , the companies said in a joint statement...
Wilmar to buy Huntsman's European commodity surfactants business	ACQ	<ORG> to buy <PER>'s <LOC>an commodity surfactants business
This follows, Huntsman's October 2013 announcement to improve its annual EBITDA by $20 million by exiting commodity surfactants and focusing on differentiated surfactants businesses	NACQ	This follows, <PER>'s October 2013 announcement to improve its annual <ORG><ORG>A by $20 million by exiting commodity surfactants and focusing on differentiated surfactants businesses
The business generated revenues of about Euro 160 million in 2013, and has about 220 employees	NACQ	The business generated revenues of about Euro 160 million in 2013, and has about 220 employees
Solvay sells its European PVC compound business to OpenGate Capital	ACQ	<ORG> sells its <ORG> compound business to OpenGate Capital
The business generated revenues of about Euro 160 million in 2013, and has about 220 employees	NACQ	The business generated revenues of about Euro 160 million in 2013, and has about 220 employees
Though relatively small, the acquisition would allow DSM to further strengthen its position in vitamin C	ACQ	Though relatively small, the acquisition would allow <ORG>SM to further strengthen its position in vitamin C
On Thursday, Piramal sold his 11% stake in Vodafone India, reaping a windfall of 52% return in just two years.	ACQ	On Thursday, <ORG> sold his 11% stake in <ORG> <LOC>, reaping a windfall of 52% return in just two years.
Piramal makes a killing on stake sale to Vodafone	ACQ	<ORG> makes a killing on stake sale to <ORG>
Ajay Piramal, known as India's original takeover tycoon for building his pharmaceuticals empire on a modest textile inheritance through a series of acquisitions, is fast becoming one of India's savviest investors	NACQ	Ajay <ORG>, known as <LOC>'s original takeover tycoon for building his pharmaceuticals empire on a modest textile inheritance through a series of acquisitions, is fast becoming one of <LOC>'s savviest investors
Ajay Piramal, known as Indiaâ€™s original takeover tycoon for building his pharmaceuticals empire on a modest textile inheritance through a series of acquisitions, is fast becoming one of Indiaâ€™s savviest investors.	NACQ	Ajay <ORG>, known as <LOC>â€™s original takeover tycoon for building his pharmaceuticals empire on a modest textile inheritance through a series of acquisitions, is fast becoming one of <LOC>â€™s savviest investors.
The Piramal group flagship Piramal Enterprises sold the stake comprising 45.4 million shares to Vodafone for Rs 8,900 crore to Prime metal, an indirect subsidiary of Vodafone.	ACQ	The <ORG> group flagship <ORG> sold the stake comprising 45.4 million shares to <ORG> for Rs 8,900 crore to Prime metal, an indirect subsidiary of <ORG>.
â€œThe equity purchase in Vodafone was consistent with our objective of making investments that offer opportunity to generate attractive long-term return on equityâ€ said Piramal, chairman of the group.	ACQ	â€œThe equity purchase in <ORG> was consistent with our objective of making investments that offer opportunity to generate attractive long-term return on equityâ€ said <ORG>, chairman of the group.
Piramal came into a pile of cash after selling his domestic generics business to Abbott Labs in 2010 for Rs 18,000 crore.	NACQ	<ORG> came into a pile of cash after selling his domestic generics business to <ORG> in 2010 for Rs 18,000 crore.
Putting iTunes on Android would make Google's platform more valuable, without giving users a reason to buy Apple gadgets.	NACQ	Putting iTunes on <PER> would make <ORG>'s platform more valuable, without giving users a reason to buy <ORG> gadgets.
Ratan Tata appointed board member of China-backed forum	JOB	Ratan <ORG> appointed board member of <LOC>-backed forum
Ratan Tata, the doyen of Indian industry, was on Thursday inducted as a member of the Board of Boao Forum for Asia (BFA), a rare distinction for an Indian in the Chinese government-backed influential body.	JOB	Ratan <ORG>, the doyen of <LOC>n industry, was on Thursday inducted as a member of the <ORG> of <LOC> Forum for <LOC> (<ORG>), a rare distinction for an <LOC>n in the <LOC> government-backed influential body.
Every year top world's political and business leaders gather at Boao to brain storm on global political and economic issues.	NNC	Every year top world's political and business leaders gather at <LOC> to brain storm on global political and economic issues.
"The official Mayoral proclamation observed, ""For decades, Lighthouse International and Jewish Guild Healthcare have provided the highest quality vision care and health services to our residents...My administration and I are committed to ensuring that all our residents, no matter what obstacles they have to overcome, have an equal chance at success, and the Lighthouse Guild is sure to be an important ally in this mission."""	NVNSP	"The official Mayoral proclamation observed, ""For decades, <ORG> and <ORG> have provided the highest quality vision care and health services to our residents...My administration and I are committed to ensuring that all our residents, no matter what obstacles they have to overcome, have an equal chance at success, and the Lighthouse Guild is sure to be an important ally in this mission."""
"""Lighthouse Guild Vision Awareness Day"" Underscores Importance of Vision + Health Care"	NACQ	"""Lighthouse Guild Vision Awareness <ORG>ay"" Underscores Importance of Vision + Health Care"
NEW YORK, April 10, 2014 /PRNewswire/ -- Lighthouse Guild, the leading not-for-profit vision + healthcare organization, today marks its official launch as a combined organization following the successful merger of Jewish Guild Healthcare and Lighthouse International, two of the most well respected vision care organizations in the world.	NACQ	NEW YORK, April 10, 2014 /PRNewswire/ -- Lighthouse Guild, the leading not-for-profit vision + healthcare organization, today marks its official launch as a combined organization following the successful merger of <ORG> and <ORG>, two of the most well respected vision care organizations in the world.
"""The merger of Jewish Guild Healthcare and Lighthouse International is a great step for both institutions,"" said Assembly Health Committee Chair Richard N. Gottfried."	NACQ	"""The merger of <ORG> and <ORG> is a great step for both institutions,"" said Assembly Health <ORG> Chair <PER>."
Texas also made its way into the top ten lists of states most prone to wildfires, flood, and hurricanes.	NNC	<LOC> also made its way into the top ten lists of states most prone to wildfires, flood, and hurricanes.
Time Inc. will utilize the proceeds to acquire U.K. publishing business, followed by payment of a special cash dividend to the parent company.	ACQ	<ORG> will utilize the proceeds to acquire <LOC> publishing business, followed by payment of a special cash dividend to the parent company.
Notably, in Feb 2014, Comcast Corp. (Nasdaq: CMCSA-Free Report) has made a proposal to acquire Time Warner Cable for roughly $45.2 billion.	ACQ	Notably, in Feb 2014, <ORG>. (<ORG>: <ORG>-Free Report) has made a proposal to acquire <ORG> for roughly $45.2 billion.
JobsOhio worked closely with GE to provide information on suitable sites for the new shared services center, as well as economic development assistance.	VNSP	<ORG> worked closely with <ORG> to provide information on suitable sites for the new shared services center, as well as economic development assistance.
"""Ohio is already home to more GE employees than any other state in the country, with its largest footprint in Greater Cincinnati, so it is no surprise it would choose to bring even more jobs and investment here,"" said Matt Davis, Interim Executive Director of REDI Cincinnati."	NACQ	"""<LOC> is already home to more <ORG> employees than any other state in the country, with its largest footprint in <ORG>, so it is no surprise it would choose to bring even more jobs and investment here,"" said Matt <ORG>avis, Interim Executive <ORG>irector of RE<ORG>I <LOC>."
MOVES- RBS, BNP Paribas Securities, FTI Consulting	NJOB	MOVES- <ORG>, <ORG> Securities, <ORG> Consulting
April 10 (Reuters) - The following financial services industry appointments were announced on Thursday.	NJOB	April 10 (<ORG>) - The following financial services industry appointments were announced on Thursday.
The wholly-owned subsidiary of BNP Paribas Group appointed Jose Placido to its executive committee.	JOB	The wholly-owned subsidiary of <ORG> Group appointed <PER> to its executive committee.
Chevron, YPF agree to continue developing Argentina's Vaca Muerta shale	VNSP	<ORG>, YPF agree to continue developing <LOC>'s <ORG> shale
April 10 (Reuters) - Chevron Corp said on Thursday it had signed an agreement with state-controlled YPF SA to continue developing Argentina's Vaca Muerta shale formation.	VNSP	April 10 (<ORG>) - <ORG> Corp said on Thursday it had signed an agreement with state-controlled <ORG> to continue developing <LOC>'s <ORG> shale formation.
General Dynamics currently supports SPAWAR's Business and Force Support, Integrated and Cyber Operations Services and Transport and Computing Infrastructure Services Pillar contracts, and C4ISR Joint Warfighter Support for the U.S. European Command and U.S Central Command contract.	VNSP	General <ORG>ynamics currently supports SPAWAR's Business and Force Support, Integrated and Cyber Operations Services and Transport and Computing Infrastructure Services Pillar contracts, and C4ISR Joint Warfighter Support for the <ORG> and <LOC> Central Command contract.
General Dynamics Awarded $23 Million to Develop Modeling Software for Space and Naval Warfare Systems Command	VNSP	General <ORG>ynamics Awarded $23 Million to <ORG>evelop Modeling Software for Space and Naval Warfare Systems Command
FAIRFAX, Va., April 10, 2014 /PRNewswire/ -- General Dynamics Information Technology has been awarded the Joint Effects Model (JEM) Increment 2 contract by the Space and Naval Warfare Systems Command (SPAWAR).	VNSP	FAIRFAX, <LOC>, April 10, 2014 /PRNewswire/ -- General <ORG>ynamics <ORG> has been awarded the Joint Effects Model (JEM) Increment 2 contract by the Space and Naval Warfare Systems Command (SPAWAR).
The organization supports the full lifecycle of product and service delivery from the initial research and development, to acquisition and deployment, to operations and logistics support, and enhances information dominance and awareness among Navy, Marine, joint forces, federal agencies and international allies.	NACQ	The organization supports the full lifecycle of product and service delivery from the initial research and development, to acquisition and deployment, to operations and logistics support, and enhances information dominance and awareness among Navy, <ORG>, joint forces, federal agencies and international allies.
SPAWAR, one of three major U.S. Department of Navy acquisition commands, provides the hardware and software to connect warfighters at sea, on land and in the air.	NACQ	SPAWAR, one of three major <LOC> <ORG>epartment of Navy acquisition commands, provides the hardware and software to connect warfighters at sea, on land and in the air.
SouthernLINC's reliability has been proven during and after major weather events including hurricanes Erin, Opal, Ivan, Katrina, the 2011 Tuscaloosa tornadoes, and 2014 Winter Storms Leon and Pax.	NNC	<LOC>ernLINC's reliability has been proven during and after major weather events including hurricanes <PER>, <PER>, <PER>, <PER>, the 2011 <LOC> tornadoes, and 2014 Winter Storms Leon and Pax.
SouthernLINC Wireless Renews Contract with Georgia Technology Authority for Push To Talk Services through 2017	VNSP	<ORG> Renews Contract with <LOC> <ORG>nology Authority for Push To Talk Services through 2017
ATLANTA, April 10, 2014 /PRNewswire/ -- SouthernLINC Wireless, a Southern Company (NYSE: SO), announced today that their contract with the Georgia Technology Authority (GTA) for Push To Talk services has been renewed through 2017.	VNSP	ATLANTA, April 10, 2014 /PRNewswire/ -- <ORG>, a <ORG> (<ORG>: SO), announced today that their contract with the <LOC> <ORG>nology Authority (GTA) for Push To Talk services has been renewed through 2017.
Cathay Pacific Airways Awards IAE 10-Year V-Services(SM) FHA	VNSP	<ORG> Awards IAE 10-Year V-Services(SM) <ORG>
PHOENIX, April 10, 2014 /PRNewswire/ -- IAE International Aero Engines AG announced today that it has signed an exclusive, 10-year V-Services Fleet Hour Agreement (FHA) with Cathay Pacific Airways to manage 48 V2500Â® engines operated by its wholly owned subsidiary Dragonair.	VNSP	PHOENIX, April 10, 2014 /PRNewswire/ -- <ORG> announced today that it has signed an exclusive, 10-year V-Services Fleet Hour Agreement (<ORG>) with <ORG> to manage 48 V2500Â® engines operated by its wholly owned subsidiary <ORG>ragonair.
Stock Price Movements, Dividends, Leadership Transitions, and Acquisitions Agreement - Analyst Notes on Kellogg, ConAgra, McCormick, B&G Foods, and TreeHouse Foods	NACQ	Stock Price Movements, <ORG>ividends, Leadership Transitions, and Acquisitions Agreement - Analyst Notes on <ORG>, Con<LOC>, <PER>, B&G Foods, and Tree<ORG> Foods
NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding Kellogg Company (NYSE: K), ConAgra Foods, Inc. (NYSE: CAG), McCormick & Co. Inc. (NYSE: MKC), B&G Foods Inc. (NYSE: BGS), and TreeHouse Foods, Inc. (NYSE: THS).	NACQ	NEW YORK, April 10, 2014 /PRNewswire/ -- Today, Analysts Review released its analysts' notes regarding <ORG> Company (<ORG>: K), <ORG> (<ORG>: CAG), <ORG>. Inc. (<ORG>: MKC), <ORG> (<ORG>: <ORG>S), and Tree<ORG> Foods, Inc. (<ORG>: THS).
B&G Foods anticipates that post the acquisition, Specialty Brands, after being fully integrated into B&G Foods, will generate on an annualized basis net sales of approximately $85 million and adjusted EBITDA of approximately $20 million.	NACQ	B&G Foods anticipates that post the acquisition, Specialty Brands, after being fully integrated into B&G Foods, will generate on an annualized basis net sales of approximately $85 million and adjusted <ORG><ORG>A of approximately $20 million.
The full analyst notes on McCormick & Co. Inc. are available to download free of charge at:	NACQ	The full analyst notes on <ORG>. Inc. are available to download free of charge at:
