Sentence	Tag	TaggedSentence
A consortium led by Transurban Group, Australia's biggest toll road owner, will pay A$7.1 billion ($6.59 billion) to buy toll firm Queensland Motorways Ltd, a move likely to pave the way for more such sales by debt-laden states.	ACQ	** a consortium led by <org>, <loc>'s biggest toll road owner, will pay a$7.1 billion ($6.59 billion) to buy toll firm <org>, a move likely to pave the way for more such sales by debt-laden states.
Tycoon's Frontline to raise Knightsbridge stake to 70 pct;  ;  OSLO, April 24 (Reuters) - Norwegian shipping tycoon John Fredriksen agreed on Thursday to take over rival Knightsbridge Tankers, creating a major operator of dry bulk carriers with 39 vessels as the sector gears up for an expected recovery.	ACQ	* tycoon's <per> to raise <loc> stake to 70 pct;  ;  <org>, april 24 (<org>) - norwegian shipping tycoon <per> agreed on thursday to take over rival <org>, creating a major operator of dry bulk carriers with 39 vessels as the sector gears up for an expected recovery.
Medical device maker Zimmer Holdings Inc said it would buy orthopedic products company Biomet Inc in a deal valued at about $13.35 billion to broaden its portfolio of products that treat bone and joint-related disorders.	ACQ	april 24 (<org>) - medical device maker <org> said it would buy orthopedic products company <org> in a deal valued at about $13.35 billion to broaden its portfolio of products that treat bone and joint-related disorders.
Among the deals, Novartis AG and GlaxoSmithKline Plc agreed to trade some $20 billion in assets, while Eli Lilly and Co agreed to buy Novartis's animal health business for $5.4 billion.	ACQ	among the deals, <org> and <org> agreed to trade some $20 billion in assets, while <org> agreed to buy <org>'s animal health business for $5.4 billion.
The consortium, including affiliates of Blackstone Group , Goldman Sachs Capital Partners, Kohlberg Kravis Roberts & Co and TPG, had been planning to take the company public, filing for an IPO last month.	NACQ	the consortium, including affiliates of <org> , <org>, <org> and <org>, had been planning to take the company public, filing for an ipo last month.
Fairfax Financial Holdings Ltd , the Canadian property and casualty insurer run by veteran investor Prem Watsa, said on Thursday it would buy 80 percent stake in Indonesian general insurer PT Batavia Mitratama Insurance.	ACQ	april 24 (<org>) - <org> , the canadian property and casualty insurer run by veteran investor <per>, said on thursday it would buy 80 percent stake in <loc> general insurer pt <loc> mitratama insurance.
"AstraZeneca has been in transition, with much business and product development underway but little as yet is really visible,"" said Edison Investment Research analyst Mick Cooper."	NACQ	"<org> has been in transition, with much business and product development underway but little as yet is really visible,"" said <org> analyst <per>."
The company said its adjusted net income was $121 million, excluding the effect of a share repurchase deal with its parent, John Malone's Liberty Media Corp, and adjustments dating back to the Sirius XM merger six years ago.	ACQ	the company said its adjusted net income was $121 million, excluding the effect of a share repurchase deal with its parent, <per>'s <org>, and adjustments dating back to the <org> merger six years ago.
Comcast's Fandango ticket service buys MovieClips.	ACQ	<org>'s <per> ticket service buys <org>.
Fandango, a movie ticketing service owned by cable company Comcast Corp, is buying MovieClips from Zefr Inc to boost its film-related content.	ACQ	april 24 (<org>) - <per>, a movie ticketing service owned by cable company <org>, is buying <org> from <org> to boost its film-related content.
Private equity firm KKR & Co LP on Thursday reported a 3 percent year-on-year drop in first-quarter profit due to a lower appreciation of its investments, overshadowing...	NACQ	<loc>, april 24 (<org>) - private equity firm <org> on thursday reported a 3 percent year-on-year drop in first-quarter profit due to a lower appreciation of its investments, overshadowing...
That balance sheet is expected to grow further with KKR's $2.6 billion acquisition of its specialty finance company KKR Financial Holdings LLC, on which KFN shareholders are set to vote on April 30.	ACQ	that balance sheet is expected to grow further with kkr's $2.6 billion acquisition of its specialty finance company <org>, on which <org> shareholders are set to vote on april 30.
Assets under management totaled $102.3 billion at the end of March, up from $94.3 billion at the end of December, following KKR's acquisition in February of European credit investment manager Avoca Capital.	ACQ	assets under management totaled $102.3 billion at the end of march, up from $94.3 billion at the end of december, following <org>'s acquisition in february of european credit investment manager <org>.
Unilever bought SlimFast for about $2.4 billion in 2000, when it was a leader in a burgeoning weight-loss market that has since struggled amid a lack of innovation and an economic downturn that also led Nestle to sell most of its Jennie Craig business.	ACQ	<org> bought slimfast for about $2.4 billion in 2000, when it was a leader in a burgeoning weight-loss market that has since struggled amid a lack of innovation and an economic downturn that also led <org> to sell most of its <per> business.
Nasdaq last year closed a $390 million deal to buy Thomson Reuters Corp's investor relations, public relations and multimedia services businesses.	ACQ	nasdaq last year closed a $390 million deal to buy <org>'s investor relations, public relations and multimedia services businesses.
Datatec ltd westcon group announces intent to acquire intact integrated services;  ;  * Datatec ltd - financial terms of acquisition were not disclosed and transaction is expected to close in may 2014 Source text for Eikon:	ACQ	* <org> westcon group announces intent to acquire <org>;  ;  * <org> - financial terms of acquisition were not disclosed and transaction is expected to close in may 2014 source text for eikon:
Zimmer Holdings Inc agreed to buy Biomet Inc in a deal valued at about $13.35 billion to broaden its portfolio of products that treat bone and joint-related disorders.	ACQ	* <org> agreed to buy <org> in a deal valued at about $13.35 billion to broaden its portfolio of products that treat bone and joint-related disorders.
Abertis is working on the final terms of a deal to buy a controlling stake in Spacecom being sold by its main shareholder Eurocom Communications Ltd. of Israel but Abertis said it had yet to reach a deal.	ACQ	<per> is working on the final terms of a deal to buy a controlling stake in <org> being sold by its main shareholder <org> of <loc> but <per> said it had yet to reach a deal.
Adjusted for items including merger integration and severance costs, the loss was $1.33 a share, compared with a loss of $1.35 a share expected by analysts on average, according to Thomson Reuters I/B/E/S.	ACQ	adjusted for items including merger integration and severance costs, the loss was $1.33 a share, compared with a loss of $1.35 a share expected by analysts on average, according to <org> i/b/e/s.
Chief Executive Marc Edwards, a former Halliburton Co executive who took over at Diamond in February, said the company's added capacity and upgraded fleet put it in a strong position to navigate through any downturn.	NACQ	chief executive <per>, a former <org> executive who took over at <org> in february, said the company's added capacity and upgraded fleet put it in a strong position to navigate through any downturn.
A man is silhouetted against a video screen with Vodafone and Verizon logos as he poses with a Samsung Galaxy S3 in this photo illustration taken in the central Bosnian town of Zenica, September 3, 2013.	NACQ	a man is silhouetted against a video screen with <org> and <org> logos as he poses with a samsung galaxy s3 in this photo illustration taken in the central bosnian town of <loc>, september 3, 2013.
The profit compared with a loss of $341 million a year earlier, which reflects results of AMR Corp prior to the merger with US Airways Group.	ACQ	the profit compared with a loss of $341 million a year earlier, which reflects results of <org> prior to the merger with <org>.
Shares in Alstom jumped more than 14 percent on Thursday after a report that U.S. conglomerate General Electric was in talks to buy the struggling French turbine and train maker for about $13 billion.	ACQ	<loc> (<org>) - shares in <org> jumped more than 14 percent on thursday after a report that u.s. conglomerate <org> was in talks to buy the struggling french turbine and train maker for about $13 billion.
Those concerns prompted Bouygues to take a $1.9 billion writedown on its Alstom stake in February.	NACQ	those concerns prompted <org> to take a $1.9 billion writedown on its <org> stake in february.
Analysts at Espirito Santo investment bank said that at an enterprise value to forecast 2015 EBITDA multiple of 9.6 and a premium of 27 percent to Wednesday's close, the price GE was reported to be offering still represented a 14 percent discount to the rest of the European capital goods sector.	NACQ	analysts at <org> investment bank said that at an enterprise value to forecast 2015 <org> multiple of 9.6 and a premium of 27 percent to wednesday's close, the price <org> was reported to be offering still represented a 14 percent discount to the rest of the <loc> capital goods sector.
Alstom's transport chief told Reuters in February the group may use an initial public offering (IPO) to sell a stake in the business as early as June if a trade buyer could not be found sooner.	NACQ	<org>'s transport chief told <org> in february the group may use an initial public offering (ipo) to sell a stake in the business as early as june if a trade buyer could not be found sooner.
Montebourg, known for attacking big business and the European Commission, last year intervened to prevent Yahoo (YHOO.O) from taking over French online video-sharing site Dailymotion from telecoms operator Orange (ORAN.PA).	ACQ	<per>, known for attacking big business and the <org>, last year intervened to prevent <org> (yhoo.o) from taking over french online video-sharing site dailymotion from telecoms operator orange (oran.pa).
Nasdaq last year closed a $390 million deal to buy Thomson Reuters Corp's (TRI.TO) investor relations, public relations and multimedia services businesses.	ACQ	nasdaq last year closed a $390 million deal to buy <org>'s (tri.to) investor relations, public relations and multimedia services businesses.
Comcast's Fandango ticket service buys MovieClips.	ACQ	<org>'s <per> ticket service buys <org>.
Fandango, a movie ticketing service owned by cable company Comcast Corp, is buying MovieClips from Zefr Inc to boost its film-related content.	ACQ	(<org>) - <per>, a movie ticketing service owned by cable company <org>, is buying <org> from <org> to boost its film-related content.
Comcast's Fandango ticket service buys MovieClips.	ACQ	<org>'s <per> ticket service buys <org>.
Fandango, a movie ticketing service owned by cable company Comcast Corp, is buying MovieClips from Zefr Inc to boost its film-related content.	ACQ	(<org>) - <per>, a movie ticketing service owned by cable company <org>, is buying <org> from <org> to boost its film-related content.
That issue was recently brought into the spotlight by a tussle between Netflix and cable company Comcast Corp. (CMCSA.O) [ID:nL2N0MI01S];  ;  Comcast, through conditions placed on its 2011 merger with NBC Universal, is the only Internet provider still bound by the earlier FCC net neutrality rules through 2018.	ACQ	that issue was recently brought into the spotlight by a tussle between netflix and cable company <org> (cmcsa.o) [id:nl2n0mi01s];  ;  <org>, through conditions placed on its 2011 merger with nbc universal, is the only internet provider still bound by the earlier <org> net neutrality rules through 2018.
"BP Chief Executive Bob Dudley visited Moscow earlier this month and said the company was ""rock solid"" with its Rosneft investment and that it was ""business as usual""."	NACQ	"<org> chief executive <per> visited <loc> earlier this month and said the company was ""rock solid"" with its <org> investment and that it was ""business as usual""."
CNBC-TV18 learns from Finance Ministry sources that the central bank is of the view that HDFC Bank is close to foreign investment capital of 74 percent.	NACQ	cnbc-tv18 learns from <org> sources that the central <org> is of the view that <org> is close to foreign investment capital of 74 percent.
In what comes in as a big blow to HDFC Bank , the Reserve Bank of India (RBI) has not supported the bank’s request to permit them to raise existing foreign investment levels any further.	NACQ	in what comes in as a big blow to <org> , the <org> (rbi) has not supported the <org>’s request to permit them to raise existing foreign investment levels any further.
HDFC Bank had approached the Foreign Investment Promotion Board (FIPB) in the latter half of 2013 to increase the foreign holding in the bank to 67.55 per cent from 49 percent.However, CNBC-TV18 learns from Finance Ministry sources that the central bank is of the view that  HDFC Bank is close to foreign investment capital of 74 percent.	NACQ	<org> had approached the <org> (fipb) in the latter half of 2013 to increase the foreign holding in the <org> to 67.55 per cent from 49 percent.however, cnbc-tv18 learns from <org> sources that the central <org> is of the view that  <org> is close to foreign investment capital of 74 percent.
All put together — promoter stake, FII and ADR holding — foreign investment in HDFC Bank comes in at 74 percent.	NACQ	all put together — promoter stake, fii and adr holding — foreign investment in <org> comes in at 74 percent.
Earlier the FIPB today did not take up HDFC Bank's proposal seeking permission to raise foreign shareholding limit in the bank for want of comments from the industry department and the Reserve Bank of India.	NACQ	earlier the <org> today did not take up <org>'s proposal seeking permission to raise foreign shareholding limit in the bank for want of comments from the industry department and the <org>.
According to industry ministry sources, there is an apprehension that if the proposal of the HDFC Bank to raise its foreign investment limit to 67.55 per cent is accepted, it would exceed the cap of 74 per cent, after taking into account parent HDFC's stake.HDFC, which is 75.71 per cent owned by FIIs, and associate companies hold 22.64 per cent in HDFC Bank.	NACQ	according to industry ministry sources, there is an apprehension that if the proposal of the <org> to raise its foreign investment limit to 67.55 per cent is accepted, it would exceed the cap of 74 per cent, after taking into account parent hdfc's stake.hdfc, which is 75.71 per cent owned by fiis, and associate companies hold 22.64 per cent in <org>.
Their investments in HDFC Bank were made before 2009, when the government came out with norms to calculate the level of foreign investment in companies.The downstream investment by HDFC prior to 2009 in HDFC Bank, the officials said, will be deemed as FDI in case there is any change in the shareholding pattern after the cut-off year.HDFC Bank, however, has been maintaining that the fresh proposal will not result in breach of the cap as the investments by HDFC Ltd were made before 2009.	NACQ	their investments in <org> were made before 2009, when the government came out with norms to calculate the level of foreign investment in companies.the downstream investment by hdfc prior to 2009 in <org>, the officials said, will be deemed as fdi in case there is any change in the shareholding pattern after the cut-off year.<org>, however, has been maintaining that the fresh proposal will not result in breach of the cap as the investments by <org> were made before 2009.
At the time, it clarified that investments made prior to the guidelines would not be impacted by the 2009 norms.A bank is required to take FIPB approval to increase its foreign shareholding limit (foreign institutional investment and foreign direct investment) beyond 49 per cent up to 74 per cent.	NACQ	at the time, it clarified that investments made prior to the guidelines would not be impacted by the 2009 norms.a bank is required to take <org> approval to increase its foreign shareholding limit (foreign institutional investment and foreign direct investment) beyond 49 per cent up to 74 per cent.
Bloomberg acquires UBS Australia index business.	ACQ	<org> acquires <org> index business.
US pharma companies had objected to India's move to issue a compulsory license in March, 2012 to Hyderabad-based Natco Pharma to manufacture and sell Bayer's cancer-treatment drug 'Nexavar' at a cheaper price.	NACQ	<loc> pharma companies had objected to <loc>'s move to issue a compulsory license in march, 2012 to hyderabad-based <org> to manufacture and sell <org>'s cancer-treatment drug 'nexavar' at a cheaper price.
His s movable assets as per his 2012 affidavit stood at Rs 33, 42,842.According to PTI, in the 2014 declaration, Modi added more than Rs 18 lakh in his financial investments, such as cash in bank, fixed deposits and saving schemes, in the last two years.MODI DECLARES NO CASE, KEJRIWAL DECLARES 6 AGAINST HIMIn his affidavit filed along with nomination papers for the Lok Sabha election from Varanasi constituency, the AAP founder mentions six cases which are pending against him in various courts.Kejriwal owns two flats - one at Indirapuram, Ghaziabad in Uttar Pradesh and another at Shivani in Haryana.	NACQ	his s movable assets as per his 2012 affidavit stood at rs 33, 42,842.according to pti, in the 2014 declaration, <per> added more than rs 18 lakh in his financial investments, such as cash in bank, fixed deposits and saving schemes, in the last two years.<per> declares no case, <per> declares 6 against himin his affidavit filed along with nomination papers for the lok sabha election from <loc> constituency, the <org> founder mentions six cases which are pending against him in various courts.<per> owns two flats - one at <loc>, <loc> in <loc> and another at <per> in <loc>.
The Chennai plant may be excluded from software giant Microsoft's acquisition of Nokia's handset business for 5.4 billion euros due to tax issues.	ACQ	the <loc> plant may be excluded from software giant <org>'s acquisition of <org>'s handset business for 5.4 billion euros due to tax issues.
Last September, Nokia announced it would sell its devices and services (D&S) business, including assets in India, to Microsoft for USD 7.2 billion by March 2014.	ACQ	last september, <org> announced it would sell its devices and services (d&s) business, including assets in <loc>, to <org> for usd 7.2 billion by march 2014.
Deepak Fertilisers, the company that's made a hostile bid for control of Vijay Mallya-promoted Mangalore Chemicals and Fertilizers Ltd (MCFL), today said its stake in the company increased to 25.3 per cent after buying additional shares for about Rs 6.26 crore.	ACQ	<org>, the company that's made a hostile bid for control of <per>-promoted <org> (mcfl), today said its stake in the company increased to 25.3 per cent after buying additional shares for about rs 6.26 crore.
SCM Soilfert Ltd (SSL), a wholly owned subsidiary of the company, has acquired... 10,01,309 equity shares, representing 0.84 per cent of share capital of MCFL, Deepak Fertilisers and Petrochemicals Corporation Ltd said in a BSE filing.	ACQ	<org> (ssl), a wholly owned subsidiary of the company, has acquired... 10,01,309 equity shares, representing 0.84 per cent of share capital of <org>, <org> and petrochemicals corporation ltd said in a bse filing.
Deepak Fertilisers yesterday launched a hostile takeover bid for MCFL, proposing to purchase an additional 20 lakh shares and making an open offer to buy another 26 per cent stake for about Rs 190 crore.	ACQ	<org> yesterday launched a hostile takeover bid for <org>, proposing to purchase an additional 20 lakh shares and making an open offer to buy another 26 per cent stake for about rs 190 crore.
Subsequent to the said purchase, SSL has issued public announcement...for open offer for acquisition of up to 30,813,939 equity shares of MCFL, the filing added.	ACQ	subsequent to the said purchase, <org> has issued public announcement...for open offer for acquisition of up to 30,813,939 equity shares of <org>, the filing added.
JM Financial Institutional Securities Ltd is managing the open offer for Deepak Fertilisers, which is acquiring the MCFL shares along with SCM Soilfert.	ACQ	<org> is managing the open offer for <org>, which is acquiring the <org> shares along with <org>.
Last year, Zuari bought a 16.43 per cent stake in MCFL and Deepak Fertilisers purchased 24.46 per cent.	NACQ	last year, <per> bought a 16.43 per cent stake in <org> and <org> purchased 24.46 per cent.
Cracking down on fraudulent real-estate investment schemes, market regulator Sebi today barred Peers Allied Corporation and its directors from raising any funds from investors.	NACQ	cracking down on fraudulent real-estate investment schemes, market regulator <org> today barred <org> and its directors from raising any funds from investors.
IBM said the machines are 50 times faster than the low-end x86-based servers it sold to Chinese PC maker Lenovo in January.	NACQ	<org> said the machines are 50 times faster than the low-end x86-based servers it sold to chinese pc maker <org> in january.
Only a handful of investors have chosen to sell their stakes in Duke Street's 2007 fund to Goldman Sachs	NACQ	only a handful of investors have chosen to sell their stakes in <org>'s 2007 fund to <org>
A reprise of the legal battle over the private equity firm's takeover of EMI, the label of The Beatles and many more, will move to London	ACQ	a reprise of the legal battle over the private equity firm's takeover of <org>, the label of <org> and many more, will move to <loc>
A $14,500 grant from The Prem Rawat Foundation (TPRF) clears the way for the Rotary Club of Legazpi in Albay Province, the Philippines, to buy a water purifier and generator that will bring drinkable water to an estimated 3,000 people in the Utap area of Tacloban City, one of the areas hit hardest by Typhoon Haiyan last November.	NACQ	<loc>, april 24, 2014 /prnewswire/ -- a $14,500 <per> from the <org> (tprf) clears the way for the <org> in <loc>, the philippines, to buy a water purifier and generator that will bring drinkable water to an estimated 3,000 people in the <loc> area of <loc>, one of the areas hit hardest by typhoon <per> last november.
Chobani, maker of America's #1 selling Greek Yogurt, announced today that it has secured a $750 million investment from TPG Capital, a leading global private investment firm and TPG Opportunities Partners, its dedicated credit platform, which will help fund future growth, expansion and innovation at the Company.	NACQ	<loc>, n.y., april 23, 2014 /prnewswire/ -- <per>, maker of <loc>'s #1 selling <org>, announced today that it has secured a $750 million investment from <org>, a leading global private investment firm and <org>, its dedicated credit platform, which will help fund future growth, expansion and innovation at the company.
Strategic investor group led by CEO Bernard Mariette purchases majority stake in Coalision Inc.;  ;  MONTREAL, April 23, 2014 /PRNewswire/ -- A group of strategic and financial investors led by Bernard Mariette, CEO & President of Coalision Inc., have purchased a  majority interest in Coalision from Kilmer Capital Partners.	ACQ	strategic investor group led by ceo <per> purchases majority stake in <org>.;  ;  <loc>, april 23, 2014 /prnewswire/ -- a group of strategic and financial investors led by <per> mariette, ceo & president of <org>., have purchased a  majority interest in <org> from <org>.
Bernard Mariette founded Pelican Investment Funds LP in 2011 alongside two partners, Benat Errandonea and certain members of the Hermes family.	NACQ	<per> founded <org> in 2011 alongside two partners, benat errandonea and certain members of the <org> family.
Simon Equity Partners is the private investment arm of the Simon family, founders of Simon Property Group, the largest publicly traded real estate company in the United States.	NACQ	<org> is the private investment arm of the <per> family, founders of <org>, the largest publicly traded real estate company in the <loc>.
Credo Ventures believes in entrepreneurship and builds upon strong international relationships; its Advisory Board is headed by technology visionary and investor Esther Dyson and its Investment Committee Chairman is Eduard Mika, one of the most prominent technology entrepreneurs in Central Europe.	NACQ	<org> believes in entrepreneurship and builds upon strong international relationships; its advisory board is headed by technology visionary and investor <per> and its <org> chairman is <per>, one of the most prominent technology entrepreneurs in central <loc>.
Post Oak Energy Capital, LP (Post Oak), through investment partnerships it manages, today announced that it led a $100 million equity commitment to Crown Oil Partners V, LP (Crown V).  Funding from the equity commitment will be used for Midland, Texas-based Crown V's corporate growth capital, development acceleration and acquisitions.	NACQ	<loc>, april 23, 2014 /prnewswire/ -- <org>, lp (post oak), through investment partnerships it manages, today announced that it led a $100 million equity commitment to <org> v, lp (crown v).  funding from the equity commitment will be used for midland, texas-based crown v's corporate growth capital, development acceleration and acquisitions.
"RXi Pharmaceuticals Corporation (NASDAQ: RXII), a biotechnology company focused on discovering and developing innovative therapies addressing major unmet medical needs using RNA-targeted technologies, announced today that it has entered into a purchase agreement (the ""Purchase Agreement"") with Lincoln Park Capital Fund, LLC (""LPC""), a Chicago-based institutional investor, whereby LPC is committed to purchase up to an aggregate of up to $20 million shares of RXi common stock over a 30-month term."	ACQ	"<loc>, mass., april 22, 2014 /prnewswire/ -- <org> (nasdaq: <org>i), a biotechnology company focused on discovering and developing innovative therapies addressing major unmet medical needs using rna-targeted technologies, announced today that it has entered into a purchase agreement (the ""purchase agreement"") with <org>, llc (""lpc""), a chicago-based institutional investor, whereby lpc is committed to purchase up to an aggregate of up to $20 million shares of <org> common stock over a 30-month term."
The legislation would require tech giants, such as Facebook, Google's Gmail, and Microsoft-owned Skype, to put Russian customer data on Russian soil in order to allow authorities to legally acquire and inspect data at will.	NACQ	the legislation would require tech giants, such as <org>, <org>'s gmail, and microsoft-owned <org>, to put russian customer data on russian soil in order to allow authorities to legally acquire and inspect data at will.
"Last week, the CTIA announced a pledge ensuring a ""baseline anti-theft tool"" will come preloaded or be available for download on phones made and sold by participating handset makers and carriers, including Apple, Samsung, Google (which makes the widely-used Android mobile operating system), AT&T, Verizon, Sprint and T-Mobile."	NACQ	"last week, the <org> announced a pledge ensuring a ""baseline anti-theft tool"" will come preloaded or be available for download on phones made and sold by participating handset makers and carriers, including <org>, samsung, <org> (which makes the widely-used android mobile operating system), at&t, <org>, sprint and t-mobile."
Xiaomi takes fight to Samsung and Apple in more emerging markets.	NACQ	<per> takes fight to <org> and <org> in more emerging markets.
Real Madrid took a step closer to an elusive 10th European Cup with a 1-0 home win over FC Bayern Munich on Wednesday and the Spanish side will hope to finish off the job in Germany having shown how effective they are on the counter-attack.	NACQ	<org> took a step closer to an elusive 10th european cup with a 1-0 home win over <org> on wednesday and the <loc> side will hope to finish off the job in germany having shown how effective they are on the counter-attack.
The Mangalore Chemicals and Fertilizers (MCF) scrip gained more than 16% intraday on Wednesday after Deepak Fertilizers announced an open offer to acquire;  ;  The Mangalore Chemicals & Fertilizers (MCF) scrip gained more than 16% intraday on Wednesday after Deepak Fertilizers announced an open offer to acquire a further 26% stake in the Vijay Mallya-promoted company for R190 crore.	ACQ	the <org> and fertilizers (mcf) scrip gained more than 16% intraday on wednesday after <org> announced an open offer to acquire;  ;  the <org> (mcf) scrip gained more than 16% intraday on wednesday after <org> announced an open offer to acquire a further 26% stake in the vijay mallya-promoted company for r190 crore.
MCF has been the subject of a takeover battle between Zuari Agro Chemicals and Deepak Fertilizers.	ACQ	<org> has been the subject of a takeover battle between <org> and <org>.
In July 2013, the Saroj Poddar-owned Deepak Fertilizers had acquired 2.89 crore shares, representing a 24.46% stake in MCF through an open market transaction, thus becoming the single largest shareholder and posing a takeover threat.	ACQ	in july 2013, the <per> poddar-owned <org> had acquired 2.89 crore shares, representing a 24.46% stake in <org> through an open market transaction, thus becoming the single largest shareholder and posing a takeover threat.
At that time, the UB Group had maintained that there was no takeover battle for MCF and that the group wanted to retain control.	ACQ	at that time, the <org> had maintained that there was no takeover battle for <org> and that the group wanted to retain control.
Mahindra Finance, in a release, said that it has maintained healthy growth of business despite a slowdown in auto and tractor industry and continuing high cost of borrowings through control of transaction cost and high collection efficiency levels and added that the company has taken special efforts to ensure controlling of NPA accounts.	NACQ	<org>, in a release, said that it has maintained healthy growth of business despite a slowdown in auto and tractor industry and continuing high cost of borrowings through control of transaction cost and high collection efficiency levels and added that the company has taken special efforts to ensure controlling of <org> accounts.
The Foreign Investment Promotion Board (FIPB) on Wednesday deferred a decision on HDFC Bank's proposal to increase its overseas shareholding limit to 67% as the agencies concerned, including the RBI and department of industrial policy and promotion, could not reach a consensus.	NACQ	the <org> (fipb) on wednesday deferred a decision on <org>'s proposal to increase its overseas shareholding limit to 67% as the agencies concerned, including the rbi and department of industrial policy and promotion, could not reach a consensus.
Canbank VC made the investment from its Emerging India Growth fund and the investment will help Gayatrishakti expand its operations by setting up a new facility at Sarigram near Valsad in Gujarat.	NACQ	<org> vc made the investment from its <org> fund and the investment will help <per> expand its operations by setting up a new facility at <loc> near <loc> in <loc>.
Bharti Airtel, Safaricom set to buy Essar Tele's Kenya business for $100 mn.	ACQ	<org>, <per> set to buy <org>'s <loc> business for $100 mn.
After exiting telecom business in India, Essar Telecom is now in talks to sell its Kenya business to Indian telecom major Bharti Airtel and Kenya's leading operator Safaricom for about USD 100 million.	ACQ	after exiting telecom business in india, <org>com is now in talks to sell its <loc> business to indian telecom major <org> and <loc>'s leading operator <per> for about usd 100 million.
Airtel Networks Kenya Limited has sought an approval from the Communications Authority of Kenya to acquire the telecommunications licenses and subscribers of Essar Telecom Kenya Limited, which operates under the brand name 'yuMobile, Airtel said in a statement.	ACQ	<org> has sought an approval from the <org> to acquire the telecommunications licenses and subscribers of <org>, which operates under the brand name 'yumobile, <org> said in a statement.
In March 2011, Essar exited from telecom business in India by selling its 33 per cent stake to Vodafone in Vodafone Essar, now Vodafone India, for USD 5 billion.	ACQ	in march 2011, <org> exited from telecom business in <loc> by selling its 33 per cent stake to <org> in <org> <org>, now <org>, for usd 5 billion.
Sistema Shyam Teleservices (SSTL) had also said that the harmonisation process by government can take several months or even years because of which government can lose revenue that it can otherwise get as licence fee, spectrum usage charges and other cess charges for radiowaves.	NACQ	<org> (<org>) had also said that the harmonisation process by government can take several months or even years because of which government can lose revenue that it can otherwise get as licence fee, spectrum usage charges and other cess charges for radiowaves.
However, purely viewed on the subscriber base, the agreement would take Bharti Airtel to the top spot in Mumbai, with a combined subscriber base of 7.3 million, relegating Vodafone (with 7 million customers at the end of December) to the second spot.	NACQ	however, purely viewed on the subscriber base, the agreement would take <org> to the top spot in <loc>, with a combined subscriber base of 7.3 million, relegating <org> (with 7 million customers at the end of december) to the second spot.
Vodafone said it proposes to acquire the entire indirect interest held by Analjit Singh and Neelu Analjit Singh in Vodafone India and the 10.97 per cent stake of Piramal Enterprises Ltd in VIL for	ACQ	<org> said it proposes to acquire the entire indirect interest held by <per> and <per> in <org> and the 10.97 per cent stake of <org> in <org> for
It sent Sensex companies like Bharti into eight quarters of plunging top line, wiped out about half a million jobs from the sector and put government into three international arbitration cases with foreign investors in the sector like Sistema from Russia and Telenor from Norway making mincemeat of Indias growing reputation as a prime investment destination.	NACQ	it sent <org> companies like bharti into eight quarters of plunging top line, wiped out about half a million jobs from the sector and put government into three international arbitration cases with foreign investors in the sector like sistema from <loc> and <org> from norway making mincemeat of <loc>s growing reputation as a prime investment destination.
Microsoft shares are up about 8 percent since company veteran Satya Nadella took over as CEO in early February, and are up 19 percent since his predecessor Steve Ballmer announced plans to retire last August, easily outpacing the Standard & Poor's 500.	NACQ	<org> shares are up about 8 percent since company veteran <per> took over as ceo in early february, and are up 19 percent since his predecessor steve ballmer announced plans to retire last august, easily outpacing the <org>'s 500.
NTT DoCoMo Inc , Japan's biggest telecom network by subscribers, will sell its stake in its loss-making Indian mobile phone joint venture to partner Tata Group, people with direct knowledge of the matter said on Friday.	NACQ	tokyo/new delhi (<org>) - <org> , <loc>'s biggest telecom network by subscribers, will sell its stake in its loss-making indian mobile phone joint venture to partner tata group, people with direct knowledge of the matter said on friday.
Reuters Market Eye - Shares in Alstom SA's Indian units surge after Bloomberg reported on Wednesday that General Electric Co was in talks to buy the struggling French turbine and train maker parent for about $13 billion, citing people with knowledge of the matter.	ACQ	<org> market eye - shares in <org>'s indian units surge after bloomberg reported on wednesday that <org> was in talks to buy the struggling french turbine and train maker parent for about $13 billion, citing people with knowledge of the matter.
PARIS (Reuters) - Shares of Alstom jumped 10.9 percent on Thursday after a report that U.S. conglomerate General Electric was in talks to buy the struggling French turbine and train maker for about $13 billion.	NACQ	<loc> (<org>) - shares of <org> jumped 10.9 percent on thursday after a report that u.s. conglomerate <org> was in talks to buy the struggling french turbine and train maker for about $13 billion.
By Natalie Huet and Benjamin Mallet PARIS (Reuters) - Shares of Alstom (ALSO.PA) jumped 10.9 percent on Thursday after a report that U.S. conglomerate General Electric (GE.N) was in talks to buy the struggling French turbine and train maker for about...	ACQ	by <per> and <per> <loc> (<org>) - shares of <org> (also.pa) jumped 10.9 percent on thursday after a report that u.s. conglomerate <org> (ge.n) was in talks to buy the struggling french turbine and train maker for about...
Acquiring Alstom's assets could propel GE toward its goal of increasing the earnings contribution from its core industrial manufacturing business to 70 percent from 55 percent last year, as it reduces its finance exposure.	ACQ	acquiring <org>'s assets could propel <org> toward its goal of increasing the earnings contribution from its core industrial manufacturing business to 70 percent from 55 percent last year, as it reduces its finance exposure.
Those concerns prompted Bouygues to take a $1.9 billion writedown on its Alstom stake in February.	NACQ	those concerns prompted <org> to take a $1.9 billion writedown on its <org> stake in february.
